""	"LABNR"	"MATERIAL"	"SPECIES"	"SITE"	"PERIOD"	"CULTURE"	"LATITUDE"	"LONGITUDE"	"METHOD"	"CALAGE"	"CALSTD"	"REFERENCE"	"SIMPERIOD"	"SIMMATERIAL"
"146"	"VRI-735"	"wood"	"nd"	"Abtsdorf/Atersee"	"nd"	"Bronzezeit"	47.9089	13.5119	"14C"	3390	120	"Stadler 1995"	"other"	"other"
"147"	"VERA-228"	"bone"	"human"	"Antonshöhe"	"Neolithic"	"Lengyel"	48.149	16.2445	"14C"	6090	70	"Stadler 2005/2006"	"neolithic"	"bone"
"148"	"VERA-229"	"bone"	"human"	"Antonshöhe"	"Neolithic"	"Lengyel"	48.149	16.2445	"14C"	6430	40	"Stadler 2005/2006"	"neolithic"	"bone"
"149"	"VERA-230"	"bone"	"human"	"Antonshöhe"	"Neolithic"	"Mährish-bemalt"	48.149	16.2445	"14C"	6440	30	"Stadler 2006"	"neolithic"	"bone"
"150"	"VRI-730"	"wood"	"nd"	"Attersee"	"Neolithic"	"Mondseekultur"	47.9162	13.5339	"14C"	5450	110	"Stadler 1995"	"neolithic"	"other"
"151"	"VRI-775"	"wood"	"nd"	"Attersee"	"Neolithic"	"Mondseekultur"	47.9162	13.5339	"14C"	5360	60	"Stadler 1995"	"neolithic"	"other"
"152"	"VERA-838"	"bone"	"nd"	"Baierdorf"	"Chalcolithic"	"Baden"	47.2844	15.7097	"14C"	5390	60	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"153"	"VERA-233A"	"bone"	"human"	"Bernhardsthal "	"Neolithic"	"Mährish-bemalt"	48.6925	16.8692	"14C"	6240	40	"Stadler 2006"	"neolithic"	"bone"
"154"	"VERA-233B"	"bone"	"human"	"Bernhardsthal "	"Neolithic"	"Mährish-bemalt"	48.6925	16.8692	"14C"	6240	30	"Stadler 2006"	"neolithic"	"bone"
"155"	"VERA-232"	"bone"	"human"	"Bisamberg"	"Neolithic"	"Mährish-bemalt"	48.3316	16.3615	"14C"	6100	70	"Stadler 2006"	"neolithic"	"bone"
"156"	"Bln-1537"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3460	70	"Stadler 1995"	"bronzeage"	"charcoal"
"157"	"Bln-1539"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3290	70	"Stadler 1995"	"bronzeage"	"charcoal"
"158"	"Bln-1540"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3600	80	"Stadler 1995"	"bronzeage"	"charcoal"
"159"	"Bln-1618"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3550	70	"Stadler 1995"	"bronzeage"	"charcoal"
"160"	"Bln-2481"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3710	90	"Stadler 1995"	"bronzeage"	"charcoal"
"161"	"Bln-2482"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3500	60	"Stadler 1995"	"bronzeage"	"charcoal"
"162"	"Bln-2620"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3600	180	"Stadler 1995"	"bronzeage"	"charcoal"
"163"	"Bln-2888"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3610	80	"Stadler 1995"	"bronzeage"	"charcoal"
"164"	"VRI-493"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3270	50	"Stadler 1995"	"bronzeage"	"charcoal"
"165"	"VRI-494"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3000	120	"Stadler 1995"	"bronzeage"	"charcoal"
"166"	"VRI-495"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	2720	120	"Stadler 1995"	"bronzeage"	"charcoal"
"167"	"VRI-496"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3050	120	"Stadler 1995"	"bronzeage"	"charcoal"
"168"	"VRI-497"	"charcoal"	"nd"	"Böheimkirchen"	"Bronze Age"	"Vetefov"	48.198	15.763	"14C"	3100	130	"Stadler 1995"	"bronzeage"	"charcoal"
"169"	"ETH-11122"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7420	60	""	"neolithic"	"charcoal"
"170"	"ETH-11123"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7150	100	""	"neolithic"	"charcoal"
"171"	"ETH-11124"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7380	50	""	"neolithic"	"charcoal"
"172"	"ETH-11125"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7130	100	""	"neolithic"	"charcoal"
"173"	"ETH-11126"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7040	100	""	"neolithic"	"charcoal"
"174"	"ETH-11127"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7420	50	""	"neolithic"	"charcoal"
"175"	"ETH-11128"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7300	70	""	"neolithic"	"charcoal"
"176"	"ETH-11129"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7160	100	""	"neolithic"	"charcoal"
"177"	"ETH-11130"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7310	70	""	"neolithic"	"charcoal"
"178"	"ETH-11131"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7390	70	""	"neolithic"	"charcoal"
"179"	"ETH-11132"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7250	80	""	"neolithic"	"charcoal"
"180"	"ETH-11133"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7330	70	""	"neolithic"	"charcoal"
"181"	"ETH-11134"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7260	80	""	"neolithic"	"charcoal"
"182"	"ETH-11137"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7190	90	""	"neolithic"	"charcoal"
"183"	"ETH-11138"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7330	70	""	"neolithic"	"charcoal"
"184"	"ETH-11139"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7380	70	""	"neolithic"	"charcoal"
"185"	"ETH-11140"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7160	100	""	"neolithic"	"charcoal"
"186"	"ETH-11141"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7530	60	""	"neolithic"	"charcoal"
"187"	"ETH-11143"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Altheim"	48.1092	16.292	"14C"	7410	70	""	"neolithic"	"charcoal"
"188"	"ETH-11145"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7390	70	""	"neolithic"	"charcoal"
"189"	"ETH-11146"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7250	80	""	"neolithic"	"charcoal"
"190"	"ETH-11147"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7300	80	""	"neolithic"	"charcoal"
"191"	"ETH-11148"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7640	60	""	"neolithic"	"charcoal"
"192"	"ETH-11149"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7270	80	""	"neolithic"	"charcoal"
"193"	"ETH-11150"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7300	80	""	"neolithic"	"charcoal"
"194"	"ETH-13537"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7470	80	""	"neolithic"	"charcoal"
"195"	"ETH-13538"	"charcoal"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7500	60	""	"neolithic"	"charcoal"
"196"	"ETH-14827"	"bone"	"nd"	"Brunn am Gebirge"	"Neolithic"	"Linienbandkeramik"	48.1092	16.292	"14C"	7370	60	""	"neolithic"	"bone"
"197"	"VERA-413"	"bone"	"human"	"Ebelsberg"	"Neolithic"	"Mährish-bemalt"	48.2455	14.328	"14C"	6120	70	"Stadler 2006"	"neolithic"	"bone"
"198"	"Bln-1984"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6590	70	""	"neolithic"	"charcoal"
"199"	"Bln-1986"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6440	70	""	"neolithic"	"charcoal"
"200"	"Bln-2002"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6540	80	""	"neolithic"	"charcoal"
"201"	"Bln-235"	"charcoal"	"nd"	"Falkenstein"	"nd"	"nd"	48.7	16.5667	"14C"	6340	50	"Stadler 1995"	"other"	"charcoal"
"202"	"Bln-2598"	"charcoal"	"nd"	"Falkenstein"	"nd"	"nd"	48.7	16.5667	"14C"	6210	90	"Stadler 1995"	"other"	"charcoal"
"203"	"KN-2597"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6600	80	""	"neolithic"	"charcoal"
"204"	"KN-2598"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6340	70	""	"neolithic"	"charcoal"
"205"	"KN-2787"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6810	90	""	"neolithic"	"charcoal"
"206"	"KN-2788"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6820	90	""	"neolithic"	"charcoal"
"207"	"VRI-577"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	5880	120	""	"neolithic"	"charcoal"
"208"	"VRI-577A"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6210	280	""	"neolithic"	"charcoal"
"209"	"VRI-577B"	"charcoal"	"nd"	"Falkenstein"	"Neolithic"	"Lengyel"	48.7	16.5667	"14C"	6040	130	""	"neolithic"	"charcoal"
"210"	"GrN-11895"	"bone"	"human"	"Feuersbrunn"	"Bronze Age"	"Aunjetitz"	48.4398	15.7881	"14C"	4030	60	"Stadler 1995"	"bronzeage"	"bone"
"211"	"VRI-207"	"charcoal"	"nd"	"Frankenau"	"Neolithic"	"Linienbandkeramik"	47.4498	16.6082	"14C"	6470	120	""	"neolithic"	"charcoal"
"212"	"Bln-3201"	"charcoal"	"nd"	"Franzhausen"	"Neolithic"	"Unterwölbling"	48.3544	15.7175	"14C"	3750	70	"Stadler 1995"	"neolithic"	"charcoal"
"213"	"Bln-3204"	"charcoal"	"nd"	"Franzhausen"	"Neolithic"	"Unterwölbling"	48.3544	15.7175	"14C"	3830	90	"Stadler 1995"	"neolithic"	"charcoal"
"214"	"Bln-3337"	"charcoal"	"nd"	"Franzhausen"	"Neolithic"	"Unterwölbling"	48.3544	15.7175	"14C"	3710	90	"Stadler 1995"	"neolithic"	"charcoal"
"215"	"VERA-868"	"bone"	"nd"	"Franzhausen"	"Chalcolithic"	"Baden"	48.3544	15.7175	"14C"	5170	90	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"216"	"KN-2455"	"charcoal"	"nd"	"Frauenhofen"	"Neolithic"	"Stichbandkeramik"	48.68	15.6	"14C"	6980	100	"Breunig 1987, 150, 163"	"neolithic"	"charcoal"
"217"	"KN-2455"	"charcoal"	"nd"	"Frauenhofen"	"Neolithic"	"Stbk. II/III"	48.68	15.6	"14C"	6980	100	"Stadler 1995"	"neolithic"	"charcoal"
"218"	"KN-2566"	"charcoal"	"nd"	"Frauenhofen"	"Neolithic"	"Stichbandkeramik"	48.68	15.6	"14C"	7200	80	"Breunig 1987, 163"	"neolithic"	"charcoal"
"219"	"KN-2567"	"charcoal"	"nd"	"Frauenhofen"	"Neolithic"	"Stichbandkeramik"	48.68	15.6	"14C"	6700	220	"Breunig 1987, 150, 163"	"neolithic"	"charcoal"
"220"	"VERA-1976"	"bone"	"human"	"Friebritz"	"Neolithic"	"Mährish-bemalt"	48.65	16.4166	"14C"	6710	40	"Stadler 2006"	"neolithic"	"bone"
"221"	"VERA-1977"	"bone"	"human"	"Friebritz"	"Neolithic"	"Mährish-bemalt"	48.65	16.4166	"14C"	6630	50	"Stadler 2006"	"neolithic"	"bone"
"222"	"VERA-1978"	"bone"	"human"	"Friebritz"	"Neolithic"	"Mährish-bemalt"	48.65	16.4166	"14C"	6670	40	"Stadler 2006"	"neolithic"	"bone"
"223"	"VERA-3224"	"bone"	"animal"	"Friebritz"	"Neolithic"	"Lengyel"	48.65	16.4166	"14C"	6550	60	"Stadler 2005/2006"	"neolithic"	"bone"
"224"	"VERA-3225"	"bone"	"animal"	"Friebritz"	"Neolithic"	"Lengyel"	48.65	16.4166	"14C"	6590	40	"Stadler 2005/2006"	"neolithic"	"bone"
"225"	"VERA-3226"	"bone"	"animal"	"Friebritz"	"Neolithic"	"Lengyel"	48.65	16.4166	"14C"	6640	60	"Stadler 2005/2006"	"neolithic"	"bone"
"226"	"VERA-409"	"bone"	"human"	"Friebritz"	"Neolithic"	"Lengyel"	48.65	16.4166	"14C"	6680	50	"Stadler 2005/2006"	"neolithic"	"bone"
"227"	"VERA-869"	"bone"	"bos"	"Girm, Göllnergasse/Hotterweg"	"Chalcolithic"	"Baden"	47.6001	16.6098	"14C"	5180	100	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"228"	"VERA-875"	"bone"	"bos"	"Girm, Göllnergasse/Hotterweg"	"Chalcolithic"	"Baden"	47.6001	16.6098	"14C"	5210	110	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"229"	"VERA-1949"	"bone"	"animal"	"Glaubendorf"	"Neolithic"	"Lengyel"	48.5087	15.9426	"14C"	6740	50	"Stadler 2005/2006"	"neolithic"	"bone"
"230"	"VERA-1950"	"bone"	"animal"	"Glaubendorf"	"Neolithic"	"Lengyel"	48.5087	15.9426	"14C"	6550	60	"Stadler 2005/2006"	"neolithic"	"bone"
"231"	"VERA-1951"	"bone"	"animal"	"Glaubendorf"	"Neolithic"	"Lengyel"	48.5087	15.9426	"14C"	6680	40	"Stadler 2005/2006"	"neolithic"	"bone"
"232"	"VERA-1952"	"bone"	"animal"	"Glaubendorf"	"Neolithic"	"Lengyel"	48.5087	15.9426	"14C"	6650	50	"Stadler 2005/2006"	"neolithic"	"bone"
"233"	"VERA-1953"	"bone"	"animal"	"Glaubendorf"	"Neolithic"	"Lengyel"	48.5087	15.9426	"14C"	6690	40	"Stadler 2005/2006"	"neolithic"	"bone"
"234"	"VERA-876"	"bone"	"bos"	"Grub an der March, Unterhaspel"	"Chalcolithic"	"Baden"	48.416	16.837	"14C"	5480	90	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"235"	"VERA-877"	"bone"	"bos taurus"	"Grub an der March, Unterhaspel"	"Chalcolithic"	"Baden"	48.416	16.837	"14C"	5470	90	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"236"	"VERA-878"	"bone"	"bos taurus"	"Grub an der March, Unterhaspel"	"Chalcolithic"	"Baden"	48.416	16.837	"14C"	5510	60	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"bone"
"237"	"Bln-2227"	"charcoal"	"nd"	"Guttenbrunn"	"Neolithic"	"Late Notenkopfkeramik"	48.75	16.5833	"14C"	6770	70	""	"neolithic"	"charcoal"
"238"	"VERA-880"	"bone"	"animal"	"Hadersdorf"	"Neolithic"	"Baden"	48.4558	15.7205	"14C"	5170	90	"Stadler 2001"	"neolithic"	"bone"
"239"	"VERA-881"	"bone"	"Bos?"	"Hadersdorf"	"Neolithic"	"Baden"	48.4558	15.7205	"14C"	5150	100	"Stadler 2001"	"neolithic"	"bone"
"240"	"VRI-438"	"nd"	"nd"	"Hafnersee"	"Neolithic"	"Mondsee"	46.5833	14.1333	"14C"	5100	160	""	"neolithic"	"unknown"
"241"	"VERA-730"	"charcoal"	"fagus"	"Hatzenbach"	"Chalcolithic"	"Baden"	48.429	16.217	"14C"	4740	90	"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien."	"chalcolithic"	"charcoal"
"242"	"VERA-236"	"bone"	"animal"	"Hollabrunn"	"Neolithic"	"Lengyel"	48.5632	16.0771	"14C"	6540	60	"Stadler 2005/2006"	"neolithic"	"bone"
"243"	"VERA-237"	"bone"	"animal"	"Hollabrunn"	"Neolithic"	"Lengyel"	48.5632	16.0771	"14C"	6490	80	"Stadler 2005/2006"	"neolithic"	"bone"
"244"	"VERA-238"	"bone"	"animal"	"Hollabrunn"	"Neolithic"	"Mährish-bemalt"	48.5632	16.0771	"14C"	6560	70	"Stadler 2006"	"neolithic"	"bone"
"245"	"VERA-239"	"bone"	"animal"	"Hollabrunn"	"Neolithic"	"Mährish-bemalt"	48.5632	16.0771	"14C"	6470	40	"Stadler 2006"	"neolithic"	"bone"
"246"	"VERA-3434"	"bone"	"animal"	"Immendorf"	"Neolithic"	"Lengyel"	48.6333	16.1	"14C"	8540	50	"Stadler 2005/2006"	"neolithic"	"bone"
"247"	"VERA-3435"	"bone"	"animal"	"Immendorf"	"Neolithic"	"Lengyel"	48.6333	16.1	"14C"	6670	50	"Stadler 2005/2006"	"neolithic"	"bone"
"248"	"VERA-3436"	"bone"	"animal"	"Immendorf"	"Neolithic"	"Lengyel"	48.6333	16.1	"14C"	6620	60	"Stadler 2005/2006"	"neolithic"	"bone"
"249"	"VERA-1955"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6550	60	"Stadler 2006"	"neolithic"	"bone"
"250"	"VERA-1956"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6550	60	"Stadler 2006"	"neolithic"	"bone"
"251"	"VERA-1958"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6590	50	"Stadler 2006"	"neolithic"	"bone"
"252"	"VERA-1959"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6620	50	"Stadler 2006"	"neolithic"	"bone"
"253"	"VERA-1960"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6560	60	"Stadler 2006"	"neolithic"	"bone"
"254"	"VERA-1962"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6510	60	"Stadler 2006"	"neolithic"	"bone"
"255"	"VERA-1963a"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6550	50	"Stadler 2006"	"neolithic"	"bone"
"256"	"VERA-1963b"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6570	50	"Stadler 2006"	"neolithic"	"bone"
"257"	"VERA-1964"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6570	50	"Stadler 2006"	"neolithic"	"bone"
"258"	"VERA-1965"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6510	60	"Stadler 2006"	"neolithic"	"bone"
"259"	"VERA-1966"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6570	50	"Stadler 2006"	"neolithic"	"bone"
"260"	"VERA-1967"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6570	50	"Stadler 2006"	"neolithic"	"bone"
"261"	"VERA-1968"	"bone"	"animal"	"Kamegg"	"Neolithic"	"Lengyel"	48.6102	15.6573	"14C"	6550	60	"Stadler 2005/2006"	"neolithic"	"bone"
"262"	"VRI-896"	"charcoal"	"nd"	"Kamegg"	"Neolithic"	"Lengyel Ia"	48.6102	15.6573	"14C"	6500	110	"Stadler 1995"	"neolithic"	"charcoal"
"263"	"VERA-1954"	"bone"	"animal"	"Kamegg "	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6660	50	"Stadler 2006"	"neolithic"	"bone"
"264"	"VERA-1957"	"bone"	"animal"	"Kamegg "	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6590	50	"Stadler 2006"	"neolithic"	"bone"
"265"	"VERA-1961"	"bone"	"animal"	"Kamegg "	"Neolithic"	"Mährish-bemalt"	48.6102	15.6573	"14C"	6590	50	"Stadler 2006"	"neolithic"	"bone"
"266"	"VRI-1549"	"wood"	"nd"	"Keutschacher See"	"Neolithic"	"Epilengyel"	46.5856	14.1603	"14C"	6080	90	"Stadler 1995"	"neolithic"	"other"
"267"	"VRI-1550"	"wood"	"nd"	"Keutschacher See"	"Neolithic"	"Epilengyel"	46.5856	14.1603	"14C"	6030	100	"Stadler 1995"	"neolithic"	"other"
"268"	"VRI-400"	"wood"	"nd"	"Keutschacher See"	"Neolithic"	"Epi-Lengyel"	46.5856	14.1603	"14C"	5890	180	""	"neolithic"	"other"
"269"	"VRI-439"	"wood"	"nd"	"Keutschacher See"	"Neolithic"	"Epi-Lengyel"	46.5856	14.1603	"14C"	5650	120	""	"neolithic"	"other"
"270"	"H-1327/1046"	"charcoal"	"nd"	"Kicking"	"Neolithic"	"Cham"	48.2818	15.4636	"14C"	5430	100	""	"neolithic"	"charcoal"
"271"	"OxA-3881"	"bone"	"pig"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3710	90	"Stadler 1995"	"bronzeage"	"bone"
"272"	"OxA-3882"	"bone"	"pig"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3690	100	"Stadler 1995"	"bronzeage"	"bone"
"273"	"OxA-3883"	"seeds"	"Pisum"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3610	100	"Stadler 1995"	"bronzeage"	"other"
"274"	"OxA-3897"	"bone"	"sheep"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3500	90	"Stadler 1995"	"bronzeage"	"bone"
"275"	"OxA-3898"	"seeds"	"Hordeum vulgare"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3410	90	"Stadler 1995"	"bronzeage"	"other"
"276"	"OxA-3899"	"seeds"	"Hordeum vulgare"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3510	80	"Stadler 1995"	"bronzeage"	"other"
"277"	"OxA-3900"	"bone"	"sheep"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3660	110	"Stadler 1995"	"bronzeage"	"bone"
"278"	"OxA-3901"	"seeds"	"Hordeum vulgare"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3360	90	"Stadler 1995"	"bronzeage"	"other"
"279"	"OxA-3902"	"bone"	"pig"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3500	80	"Stadler 1995"	"bronzeage"	"bone"
"280"	"OxA-3903"	"bone"	"pig"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3580	100	"Stadler 1995"	"bronzeage"	"bone"
"281"	"OxA-3905"	"seeds"	"Pisum"	"Klinglberg"	"Bronze Age"	"early Bronze Age"	47.3333	13.1833	"14C"	3650	110	"Stadler 1995"	"bronzeage"	"other"
"282"	"VRI-443"	"charcoal"	"nd"	"Klufthöhle bei Villach"	"Bronze Age"	"nd"	0	0	"14C"	3870	160	"Stadler 1995"	"bronzeage"	"charcoal"
"283"	"H-1328/1008"	"nd"	"nd"	"Langenzersdorf"	"Neolithic"	"Lengyel"	48.3044	16.359	"14C"	6500	110	""	"neolithic"	"unknown"
"284"	"H-612/618"	"nd"	"nd"	"Langenzersdorf"	"Neolithic"	"Lengyel"	48.3044	16.359	"14C"	6810	150	""	"neolithic"	"unknown"
"285"	"H-613/841"	"nd"	"nd"	"Langenzersdorf"	"Neolithic"	"Lengyel"	48.3044	16.359	"14C"	6910	170	""	"neolithic"	"unknown"
"286"	"KN-116b"	"charcoal"	"nd"	"Langenzersdorf"	"Neolithic"	"Lengyel "	48.3044	16.359	"14C"	6790	160	"Stadler 1995"	"neolithic"	"charcoal"
"287"	"Bln-2069"	"charcoal"	"nd"	"Lichtenwörth"	"Neolithic"	"Baden"	47.8333	16.2833	"14C"	5180	100	""	"neolithic"	"charcoal"
"288"	"Bln-2070"	"charcoal"	"nd"	"Lichtenwörth"	"Neolithic"	"Baden"	47.8333	16.2833	"14C"	5170	110	""	"neolithic"	"charcoal"
